PMID,Title,Abstract,Authors,Journal,Year,Keywords,URL,Affiliations
21907230,Childhood exposure to ultraviolet radiation and harmful skin effects: epidemiological evidence.,"We review the general amount and patterns of exposure to solar ultraviolet (UV) radiation that children and teenagers experience and the spectrum of UV-related skin damage that can occur as a result. Data about the amount of solar UV received by children and teenagers are relatively few but suggest that around 40-50% of total UV to age 60 occurs before age 20. Among white children, those with the palest complexions suffer the most damage. Comparisons of prevalence and incidence of outcomes in children and teenagers sharing common ancestry, but living at different latitudes, show that prevalence rates of photoaging and melanocytic naevi are higher in Australian compared with British children, and similarly for melanoma. Genetic risk for the majority of the melanomas in teens is a function of genes controlling naevus propensity and pigmentation in the skin. High numbers of naevi and freckles, red hair, blue eyes, inability to tan, as well as a family history are the primary determinants of melanoma among adolescents. Beyond the signs of skin damage seen in children are the latent effects observed later in adulthood. Childhood is believed to be a susceptible window for long-term harmful effects of UV, as evidenced by clear differences in skin cancer risk between child and adult migrants from high to low latitudes. Effective UV radiation protection from childhood is necessary to control both immediate and long-term harmful effects on children's skin.","Green Adèle C, Wallingford Sarah C, McBride Penelope",Progress in biophysics and molecular biology,2011,"Child, Environmental Exposure, Humans, Radiation Injuries, Skin, Skin Neoplasms, Ultraviolet Rays",https://pubmed.ncbi.nlm.nih.gov/21907230/,"Cancer and Population Studies Group, Queensland Institute of Medical Research, Brisbane, Queensland, Australia. Adele.Green@qimr.edu.au"
20189796,MC1R variants increase melanoma risk in families with CDKN2A mutations: a meta-analysis.,"We performed a meta-analysis to assess whether MC1R variants increase the risk of melanoma in CDKN2A mutation carriers of melanoma-prone families. Data from 96 CDKN2A-positive melanoma-prone families from seven independent populations of Europe, United States and Australia were included in the analysis. Summary risk estimates were calculated by random-effect models. We explored between-study heterogeneity and publication bias. Association between MC1R variants and age at diagnosis was assessed by the non-parametric Wilcoxon test. CDKN2A mutation carriers with 1 MC1R variant showed a double melanoma risk as compared to CDKN2A mutation carriers without MC1R variants (Summary OR; 95%CI: 2.2; 1.1-4.5). MC1R heterozygous subjects had no significantly higher melanoma risk than wild-type subjects (1.6; 0.5-5.4) while carriers of multiple MC1R variants had a more than four-times higher melanoma risk (4.6; 1.3-16.4). Carriers of red hair colour (RHC) variants showed an increased melanoma risk with a Summary OR of 3.5 (95%CI: 1.3-9.9). CDKN2A mutation carriers with MC1R variants had a statistically significant lower median age at melanoma diagnosis than CDKN2A mutation carriers with no MC1R variants (37years versus 47years, p-value<0.0001). MC1R variants significantly increase penetrance of CDKN2A mutations in melanoma-prone families, especially with respect to multiple MC1R variants and to RHC variants. A significant anticipation of melanoma diagnosis is observed in CDKN2A mutation carriers with MC1R variants.","Fargnoli Maria Concetta, Gandini Sara, Peris Ketty, Maisonneuve Patrick, Raimondi Sara","European journal of cancer (Oxford, England : 1990)",2010,"Australia, Cyclin-Dependent Kinase Inhibitor p16, Europe, Female, Genetic Predisposition to Disease, Genetic Variation, Humans, Male, Melanoma, Mutation, Odds Ratio, Pedigree, Receptor, Melanocortin, Type 1, Skin Neoplasms, United States",https://pubmed.ncbi.nlm.nih.gov/20189796/,"Department of Dermatology, University of L'Aquila, L'Aquila, Italy."
28579117,Key amino acid residue in Melanocortin-1 receptor (melanocyte α-MSH receptor) for ligand selectivity.,"The melanocortin-1 receptor (MC1R) is a subtype of the melanocortin receptor family and NDP-α-MSH is a non-selective agonist for MC1R. The core sequence of NDP-α-MSH, His-Phe-Arg-Trp, is important for ligand binding and biological activities at the melanocortin receptor subtypes (MCRs). A recent study indicates that Trp<sup>9</sup> in NDP-α-MSH plays an important role in ligand selectivity. Deletion of Trp<sup>9</sup> in NDP-α-MSH (des-Trp<sup>9</sup>-NDP-α-MSH) resulted in loss of agonist activity at MC4R, although remains agonist activity at MC1R. The molecular basis for this receptor ligand selectivity is unknown. In this study we examined what region of the MC1R is responsible for des-NDP-α-MSH selectivity. Our results indicate that (1) substitution of TM3 of MC4R with the corresponding region of MC1R switches des-Trp<sup>9</sup>-NDP-α-MSH from no activity to agonist; (2) des-Trp<sup>9</sup>-NDP-α-MSH exhibits agonistic activity at the L133M mutation of the MC4R; and (3) substitution of non-conserved amino acid residue M128 in TM3 of MC1R significantly reduced des-Trp<sup>9</sup>-NDP-α-MSH agonist activity. Our results demonstrate that amino acid residue 128 in TM3 of MC1R, or amino acid residue L133 in TM3 of the MC4R, play crucial roles in ligand des-Trp<sup>9</sup>-NDP-α-MSH selectivity at MC1R or MC4R.","Yang Yingkui, Chen Min, Ventro George, Harmon Carroll M",Molecular and cellular endocrinology,2017,"Amino Acid Sequence, Amino Acids, Conserved Sequence, Cyclic AMP, HEK293 Cells, Humans, Ligands, Mutation, Protein Domains, Receptor, Melanocortin, Type 1, Receptor, Melanocortin, Type 4, Structure-Activity Relationship, alpha-MSH",https://pubmed.ncbi.nlm.nih.gov/28579117/,"Department of Surgery, State University of New York at Buffalo, Buffalo, NY 14203, United States.; Department of Surgery, State University of New York at Buffalo, Buffalo, NY 14203, United States. Electronic address: yingkuiy@buffalo.edu."
19194882,Genetic determinants of hair color and Parkinson's disease risk.,"A history of melanoma is associated with increased risks for Parkinson's disease (PD). We examined whether hair color, one of the most important phenotypes of pigmentation and a risk factor for melanoma, was associated with PD risk in the Health Professionals Follow-up Study (HPFS; 1986-2002) and the Nurses' Health Study (NHS; 1980-2002). We included 38,641 men and 93,661 women who were free of PD at baseline. Information on natural hair color in early adulthood (age 18-21 years) was assessed via a questionnaire. We also conducted a case-control study (298 PD cases) nested in these two cohorts to examine the association between the melanocortin1-receptor Arg151Cys polymorphism and PD risk. Relative risks (RRs) were estimated using Cox proportional hazards models in the cohort analyses and conditional logistic regression in the nested case-control study. PD risk increased with decreasing darkness of hair color. Pooled RRs for PD were 1 (reference), 1.40, 1.61, and 1.93 (95% confidence interval, 1.1-3.4) for black, brown, blond, and red hair, respectively, after adjusting for age, smoking, ethnicity, and other covariates. The associations between hair color and PD were particularly strong for relative younger onset of PD (<70 yr) (adjusted RR for red vs black hair = 3.83; 95% confidence interval, 1.7-8.7). In the case-control study, participants with Cys/Cys genotype, which was associated with red hair, had a greater PD risk, relative to the Arg/Arg genotype (adjusted RR, 3.15; 95% confidence interval, 1.1-9.4). These findings suggest a potential role of pigmentation in PD.","Gao Xiang, Simon Kelly C, Han Jiali, Schwarzschild Michael A, Ascherio Alberto",Annals of neurology,2009,"Adolescent, Age Factors, Arginine, Case-Control Studies, Cysteine, Female, Follow-Up Studies, Genetic Determinism, Genotype, Hair Color, Humans, Male, Parkinson Disease, Polymorphism, Genetic, Receptor, Melanocortin, Type 1, Retrospective Studies, Risk Assessment, Risk Factors, Sensitivity and Specificity, Young Adult",https://pubmed.ncbi.nlm.nih.gov/19194882/,"Department of Nutrition, Harvard University School of Public Health, Boston, MA, USA. xgao@hsph.harvard.edu"
20381640,Signaling pathways in melanosome biogenesis and pathology.,"Melanosomes are the specialized intracellular organelles of pigment cells devoted to the synthesis, storage and transport of melanin pigments, which are responsible for most visible pigmentation in mammals and other vertebrates. As a direct consequence, any genetic mutation resulting in alteration of melanosomal function, either because affecting pigment cell survival, migration and differentiation, or because interfering with melanosome biogenesis, transport and transfer to keratinocytes, is immediately translated into color variations of skin, fur, hair or eyes. Thus, over 100 genes and proteins have been identified as pigmentary determinants in mammals, providing us with a deep understanding of this biological system, which functions by using mechanisms and processes that have parallels in other tissues and organs. In particular, many genes implicated in melanosome biogenesis have been characterized, so that melanosomes represent an incredible source of information and a model for organelles belonging to the secretory pathway. Furthermore, the function of melanosomes can be associated with common physiological phenotypes, such as variation of pigmentation among individuals, and with rare pathological conditions, such as albinism, characterized by severe visual defects. Among the most relevant mechanisms operating in melanosome biogenesis are the signal transduction pathways mediated by two peculiar G protein-coupled receptors: the melanocortin-1 receptor (MC1R), involved in the fair skin/red hair phenotype and skin cancer; and OA1 (GPR143), whose loss-of-function results in X-linked ocular albinism. This review will focus on the most recent novelties regarding the functioning of these two receptors, by highlighting emerging signaling mechanisms and general implications for cell biology and pathology.",Schiaffino Maria Vittoria,The international journal of biochemistry & cell biology,2010,"Albinism, Ocular, Animals, Eye Proteins, Humans, Melanosomes, Membrane Glycoproteins, Receptor, Melanocortin, Type 1, Signal Transduction, Skin Neoplasms",https://pubmed.ncbi.nlm.nih.gov/20381640/,"San Raffaele Scientific Institute, Via Olgettina 58, 20132 Milan, Italy. schiaffino.mariavittoria@hsr.it"
36306029,Increasing Skin Cancer Prevention in Young Adults: the Cumulative Impact of Personalized UV Photography and MC1R Genetic Testing.,"Skin cancer has become increasingly common among young adults; however, this population does not consistently adhere to recommended methods for preventing the disease. Interventions in college settings have relied on appearance-focused appeals and have not been able to examine the cumulative effect of multiple behavior change and skin cancer risk communication strategies. The goal of the current study was to examine the unique and combined impacts of personalized ultraviolet (UV) radiation photographs, genetic testing for skin cancer risk, and general skin cancer prevention education. Participants were randomly assigned to one of four conditions: (1) skin cancer prevention education, (2) education + UV photo, (3) education + genetic testing, and (4) education + UV photo + genetic testing. Self-reported sun protection, tanning, and sunburn were assessed at baseline, immediately post-intervention, and 1 month post-intervention. The findings indicated benefits of the interventions to skin cancer prevention behaviors in the overall sample; however, the combined (UV photo + genetic testing) intervention had the most consistent positive effects on behaviors. Intervention effects were distinct across seasons. These results suggest that interventions containing multiple skin cancer risk communication strategies hold promise in benefitting health-promoting behavior changes in an at-risk, young adult population.Trial Registration Number: NCT03979872; Registered 6/5/2019.","Wu Yelena P, Hamilton Jada G, Kaphingst Kimberly A, Jensen Jakob D, Kohlmann Wendy, Parsons Bridget G, Lillie Helen M, Wang Xuechen, Haaland Benjamin, Wankier Ali P, Grossman Douglas, Hay Jennifer L",Journal of cancer education : the official journal of the American Association for Cancer Education,2023,"Humans, Young Adult, Sunburn, Ultraviolet Rays, Health Education, Health Behavior, Skin Neoplasms, Photography, Sunscreening Agents",https://pubmed.ncbi.nlm.nih.gov/36306029/,"Department of Communication, University of Utah, 255 Central Campus Drive, Salt Lake City, UT, 84112, USA.; Department of Dermatology, University of Utah Health Sciences Center, 30 North 1900 East, 4A330-Salt Lake City, UT, 84132, USA.; Department of Dermatology, University of Utah Health Sciences Center, 30 North 1900 East, 4A330-Salt Lake City, UT, 84132, USA. yelena.wu@utah.edu.; Department of Psychiatry & Behavioral Sciences, Memorial Sloan Kettering Cancer Center, 1275 York Ave, New York, NY, 10065, USA.; Huntsman Cancer Institute, University of Utah, 2000 Circle of Hope Drive, Rm LL376, Salt Lake City, UT, 84112, USA."
21052032,Sequence polymorphisms of MC1R gene and their association with depression and antidepressant response.,"Melanocortin 1 receptor (MC1R) is involved in various functions, such as pigmentation, antipyretic and anti-inflammatory actions, development of melanoma, susceptibility to ultraviolet-induced sun damage, modification of oculocutaneous albinism, development of freckles, and mediation of female-specific mechanisms of analgesia. MC1R's natural agonists include α-melanocyte-stimulating hormone and corticotrophin (ACTH1-39), which are important components of hypothalamic pituitary adrenal axis and increase in response to stress. Given the multiple relevant roles of MC1R, we studied whether the MC1R gene would be associated with susceptibility to major depressive disorder or with response to antidepressant treatment. The human MC1R gene is highly polymorphic; therefore, we sequenced the entire MC1R coding region of 1122 bp in 181 depressed Mexican-American patients and 185 Mexican-American controls. A total of 23 single nucleotide polymorphisms (SNPs, 15 known and eight new) were found within the sequenced region. Among the common SNPs, the nonsynonymous SNP, rs885479 (R163Q) was associated with the diagnosis of depression (P=0.04). The nonsynonymous SNP, rs2228479 (V92M) and the synonymous SNP, rs2228478 were found to be associated with the remission with desipramine treatment. No associations were found for remission with fluoxetine treatment or for the combined sample treated with fluoxetine or desipramine. The frequency of one (H2) of the five haplotypes identified was higher in depressed patients when compared with controls (P=0.05). In-silico functional analysis indicates that SNPs rs885479 and rs2228479 have significant impact on the protein function. The MC1R gene might be associated with major depressive disorder and with treatment response to desipramine.","Wu Gui-Sheng, Luo Huai-Rong, Dong Chuanhui, Mastronardi Claudio, Licinio Julio, Wong Ma-Li",Psychiatric genetics,2011,"Antidepressive Agents, Base Sequence, Depression, Female, Gene Frequency, Genetic Association Studies, Genetic Predisposition to Disease, Haplotypes, Humans, Male, Mexican Americans, Molecular Sequence Data, Mutation, Polymorphism, Single Nucleotide, Receptor, Melanocortin, Type 1, Remission Induction",https://pubmed.ncbi.nlm.nih.gov/21052032/,"Center for Drug Screening and Research, State Key Laboratory of Phytochemistry and Plant Resources in West China, Kunming Institute of Botany, The Chinese Academy of Sciences, Yunnan, China."
26030184,Race and Melanocortin 1 Receptor Polymorphism R163Q Are Associated with Post-Burn Hypertrophic Scarring: A Prospective Cohort Study.,"The genetic determinants of post-burn hypertrophic scarring (HTS) are unknown, and melanocortin 1 receptor (MC1R) loss-of-function leads to fibrogenesis in experimental models. To examine the associations between self-identified race and MC1R single-nucleotide polymorphisms (SNPs) with severity of post-burn HTS, we conducted a prospective cohort study of burned adults admitted to our institution over 7 years. Subjects were evaluated using the Vancouver Scar Scale (VSS), asked to rate their itching, and genotyped for 8 MC1R SNPs. Testing for association with severe HTS (VSS>7) and itch severity (0-10) was based on multivariate regression with adjustment for known risk factors. Of 425 subjects analyzed, 77% identified as White. The prevalence of severe HTS (VSS>7) was 49%, and the mean itch score was 3.9. In multivariate analysis, Asian (prevalence ratio (PR) 1.54; 95% CI: 1.13-2.10), Black/African American (PR 1.86; 95% CI: 1.42-2.45), and Native American (PR 1.87; 95% CI: 1.48-2.35) race were independently associated with severe HTS. MC1R SNP R163Q was also significantly (P<0.001) associated with severe HTS. Asian race (linear regression coefficient 1.32; 95% CI: 0.23-2.40) but not MC1R SNP genotype was associated with increased itch score. We conclude that MC1R genotype may influence post-burn scarring.","Sood Ravi F, Hocking Anne M, Muffley Lara A, Ga Maricar, Honari Shari, Reiner Alexander P, Rowhani-Rahbar Ali, Gibran Nicole S",The Journal of investigative dermatology,2015,"Adult, Burns, Cicatrix, Hypertrophic, Cohort Studies, Female, Genotype, Humans, Logistic Models, Male, Middle Aged, Multivariate Analysis, Poisson Distribution, Polymorphism, Single Nucleotide, Prevalence, Prospective Studies, Receptor, Melanocortin, Type 1, Risk Assessment, Severity of Illness Index, Wound Healing",https://pubmed.ncbi.nlm.nih.gov/26030184/,"Department of Epidemiology, University of Washington, Seattle, Washington, USA.; Department of Epidemiology, University of Washington, Seattle, Washington, USA; Harborview Injury Prevention and Research Center, Seattle, Washington, USA.; Department of Surgery, UW Medicine Regional Burn Center, Harborview Medical Center, Seattle, Washington, USA.; Department of Surgery, UW Medicine Regional Burn Center, Harborview Medical Center, Seattle, Washington, USA. Electronic address: rfsood@uw.edu."
36536132,Aberrant expression of agouti signaling protein (ASIP) as a cause of monogenic severe childhood obesity.,"Here we report a heterozygous tandem duplication at the ASIP (agouti signaling protein) gene locus causing ubiquitous, ectopic ASIP expression in a female patient with extreme childhood obesity. The mutation places ASIP under control of the ubiquitously active itchy E3 ubiquitin protein ligase promoter, driving the generation of ASIP in patient-derived native and induced pluripotent stem cells for all germ layers and hypothalamic-like neurons. The patient's phenotype of early-onset obesity, overgrowth, red hair and hyperinsulinemia is concordant with that of mutant mice ubiquitously expressing the homolog nonagouti. ASIP represses melanocyte-stimulating hormone-mediated activation as a melanocortin receptor antagonist, which might affect eating behavior, energy expenditure, adipocyte differentiation and pigmentation, as observed in the index patient. As the type of mutation escapes standard genetic screening algorithms, we rescreened the Leipzig Childhood Obesity cohort of 1,745 patients and identified four additional patients with the identical mutation, ectopic ASIP expression and a similar phenotype. Taken together, our data indicate that ubiquitous ectopic ASIP expression is likely a monogenic cause of human obesity.","Kempf Elena, Landgraf Kathrin, Stein Robert, Hanschkow Martha, Hilbert Anja, Abou Jamra Rami, Boczki Paula, Herberth Gunda, Kühnapfel Andreas, Tseng Yu-Hua, Stäubert Claudia, Schöneberg Torsten, Kühnen Peter, Rayner N William, Zeggini Eleftheria, Kiess Wieland, Blüher Matthias, Körner Antje",Nature metabolism,2022,"Child, Humans, Female, Animals, Mice, Agouti Signaling Protein, Pediatric Obesity, Pigmentation, Mutation, Phenotype",https://pubmed.ncbi.nlm.nih.gov/36536132/,"Department of Environmental Immunology, Helmholtz Centre for Environmental Research-UFZ, Leipzig, Germany.; Department of Psychosomatic Medicine and Psychotherapy, Medical Faculty, University of Leipzig, Leipzig, Germany.; Division of Molecular Biochemistry, Rudolf Schönheimer Institute of Biochemistry, Medical Faculty, University of Leipzig, Leipzig, Germany.; Helmholtz Institute for Metabolic Obesity and Vascular Research (HI-MAG) of the Helmholtz Zentrum München at the University of Leipzig and University Hospital Leipzig, Leipzig, Germany.; Institute for Experimental Pediatric Endocrinology, Charité Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany.; Institute for Medical Informatics, Statistics and Epidemiology, Medical Faculty, University of Leipzig, Leipzig, Germany.; Institute of Translational Genomics, Helmholtz Zentrum München - German Research Center for Environmental Health, Neuherberg, Germany.; Section on Integrative Physiology and Metabolism, Joslin Diabetes Center, Harvard Medical School, Boston, MA, USA.; University Hospital for Children and Adolescents, Center for Pediatric Research, Medical Faculty, University of Leipzig, Leipzig, Germany.; University Hospital for Children and Adolescents, Center for Pediatric Research, Medical Faculty, University of Leipzig, Leipzig, Germany. antje.koerner@medizin.uni-leipzig.de.; University Medical Center Leipzig, Institute of Human Genetics, Medical Faculty, University of Leipzig, Leipzig, Germany."
26850723,"Basal cell carcinoma, squamous cell carcinoma and melanoma of the head and face.","Ultraviolet light (UV) is an important risk factor for cutaneous basal cell carcinoma, cutaneous squamous cell carcinoma and cutaneous melanoma of the skin. These cancers most commonly affect persons with fair skin and blue eyes who sunburn rather than suntan. However, each of these cancers appears to be associated with a different pattern of UV exposure and to be mediated by different intracellular molecular pathways.Some melanocortin 1 receptor (MC1R) gene variants play a direct role in the pathogenesis of cutaneous basal cell carcinoma, cutaneous squamous cell carcinoma and cutaneous melanoma apart from their role in determining a cancer-prone pigmentory phenotype (fair skin, red hair, blue eyes) through their interactions with other genes regulating immuno-inflammatory responses, DNA repair or apoptosis.In this short review we focus on the aetiological role of UV in cutaneous basal cell carcinoma, cutaneous squamous cell carcinoma and cutaneous melanoma of the skin, and on some associated biopathological events.","Feller L, Khammissa R A G, Kramer B, Altini M, Lemmer J",Head & face medicine,2016,"Carcinoma, Basal Cell, Carcinoma, Squamous Cell, Head and Neck Neoplasms, Humans, Melanoma, Risk Factors, Skin Neoplasms, Ultraviolet Rays",https://pubmed.ncbi.nlm.nih.gov/26850723/,"Department of Periodontology and Oral medicine, Sefako Makgatho Health Sciences University, Medunsa, 0204, South Africa.; Department of Periodontology and Oral medicine, Sefako Makgatho Health Sciences University, Medunsa, 0204, South Africa. liviu.feller@smu.ac.za.; Division of Anatomical Pathology, School of Pathology, University of the Witwatersrand, Johannesburg, South Africa.; School of Anatomical Sciences, Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa."
39633478,The melanocortin receptor genes are linked to and associated with the risk of polycystic ovary syndrome in Italian families.,"Polycystic ovary syndrome (PCOS) is the most common endocrine disorder occurring in women of reproductive age. The disease is caused by a complex interplay of genetic and environmental factors including genes encoding components of the hypothalamic-pituitary-adrenal (HPA) axis. We have recently reported the association of melanocortin receptor genes (MC1R, MC2R, MC3R, MC4R, and MC5R) with the risk of type 2 diabetes (T2D) and/or major depressive disorder (MDD). The latter 2 disorders are comorbid with PCOS. In this study, we used microarray to test 12 single nucleotide polymorphisms (SNPs) in the MC1R gene, 10 SNPs in the MC2R gene, 5 SNPs in the MC3R gene, 6 SNPs in the MC4R gene, and 4 SNPs in the MC5R gene in 212 original Italian families with PCOS. We identified 1 SNP in MC1R, 1 SNP in MC2R, 2 SNPs in MC3R, and 2 SNPs in MC5R significantly linked and/or associated to/with the risk of PCOS in Italian families. This is the first study to report the novel implication of melanocortin receptor genes (MC1R, MC2R, and MC5R) in PCOS. MC3R and MC4R were previously reported in PCOS. However, functional studies are needed to validate these results.","Wu Rongling, Gragnoli Claudia",Journal of ovarian research,2024,"Humans, Polycystic Ovary Syndrome, Female, Polymorphism, Single Nucleotide, Italy, Genetic Predisposition to Disease, Receptors, Melanocortin, Receptor, Melanocortin, Type 1, Receptor, Melanocortin, Type 4, Adult, Receptor, Melanocortin, Type 2, Receptor, Melanocortin, Type 3",https://pubmed.ncbi.nlm.nih.gov/39633478/,"Department of Public Health Sciences, Penn State College of Medicine, Hershey, PA, 17033, USA.; Department of Public Health Sciences, Penn State College of Medicine, Hershey, PA, 17033, USA. claudia.gragnoli@gmail.com."
20601102,Genetics of pigmentation in skin cancer--a review.,"Skin pigmentation is one of the most overt human physical traits with consequences on susceptibility to skin cancer. The variations in skin pigmentation are dependent on geographic location and population ethnicity. Skin colouration is mainly due to the pigmentation substance melanin, produced in specialized organelles (melanosomes) within dendritic melanocytes, and transferred to neighbouring keratinocytes. The two types of melanin synthesized in well defined chemical reactions are the protective dark coloured eumelanin and the sulphur containing light red-yellow pheomelanin. The events leading to the synthesis of melanin are controlled by signalling cascades that involve a host of genes encoding ligands, receptors, transcription factors, channel transporters and many other crucial molecules. Several variants within the genes involved in pigmentation have been associated with high risk phenotypes like fair skin, brown-red hair and green-blue eyes. Many of those variants have also been implicated in the risk of various skin cancers. The variants within the key pigmentation gene, melanocortin-receptor 1 (MC1R), in particular have been ubiquitously linked with high risk traits and skin cancers involving both pigmentary and non-pigmentary functions and likely interaction with variants in other genes. Many of the variants in other genes, functional in pigmentation pathway, have also been associated with phenotypic variation and risk of skin cancers. Those genes include agouti signalling protein (ASIP), tyrosinase (TYR), tyrosinase-related protein 1 (TYRP1), oculocutaneous albinism II (OCA2), various solute carrier genes and transporters. Most of those associations have been confirmed in genome wide association studies that at the same time have also identified new loci involved in phenotypic variation and skin cancer risk. In conclusion, the genetic variants within the genes involved in skin pigmentation besides influencing phenotypic traits are important determinants of risk of several skin cancers. However, ultimate risk of skin cancer is dependent on interplay between genetic and host factors.","Scherer Dominique, Kumar Rajiv",Mutation research,2010,"Carcinoma, Basal Cell, Genetic Predisposition to Disease, Humans, Phenotype, Polymorphism, Genetic, Receptor, Melanocortin, Type 1, Risk, Signal Transduction, Skin Neoplasms, Skin Pigmentation, Ultraviolet Rays",https://pubmed.ncbi.nlm.nih.gov/20601102/,"Division of Molecular Genetic Epidemiology, German Cancer Research Centre (DKFZ), Im Neuenheimer Feld 580, D-69120 Heidelberg, Germany.; Division of Molecular Genetic Epidemiology, German Cancer Research Centre (DKFZ), Im Neuenheimer Feld 580, D-69120 Heidelberg, Germany. Electronic address: d.scherer@dkfz.de."
10744096,Melanocortin-1-receptor gene and sun sensitivity in individuals without red hair.,"Susceptibility to sunburn, photoageing, and skin cancer is inversely related to an individual's ability to tan after sun exposure. We examined variants in the melanocortin-1-receptor (MC1R) gene in individuals from Ireland and the UK. We found evidence of an association between the degree of tanning after repeated sun exposure, and the number of variant alleles present. Heterozygotes were intermediate between wild-type individuals and those with two variant alleles. We suggest that MC1R gene status therefore determines sun sensitivity in people without red hair.","Healy E, Flannagan N, Ray A, Todd C, Jackson I J, Matthews J N, Birch-Machin M A, Rees J L","Lancet (London, England)",2000,"Adult, Alleles, Female, Genetic Carrier Screening, Genotype, Hair Color, Humans, Ireland, Male, Melanoma, Neoplasms, Radiation-Induced, Receptors, Corticotropin, Receptors, Melanocortin, Risk Factors, Skin Neoplasms, Sunburn, Ultraviolet Rays, United Kingdom",https://pubmed.ncbi.nlm.nih.gov/10744096/,
35775692,A Founder Mutation in the POMC 5'-UTR Causes Proopiomelanocortin Deficiency Through Splicing-Mediated Decrease of mRNA.,"The syndrome of adrenal insufficiency, obesity, and red hair is a rare autosomal recessive disorder. The majority of disease-causing variants associated with the syndrome are located in the coding region of the POMC gene. This work describes 7 unrelated patients who shared a novel homozygous mutation in the 5'-untranslated region (UTR) of the POMC gene and functionally characterize this novel variant. Whole-exome sequencing (WES) with autozygosity mapping, Sanger sequencing, model expression system studies, and RNA sequencing were used for identification of the disease-causing variant and its subsequent functional characterization. Seven unrelated patients of the Perm Tatar ethnic group presented with hypoglycemia and excessive weight gain, low plasma adrenocorticotropin, and cortisol. Five of 7 children had red hair; 6 of 7 patients also showed signs of bronchial obstruction. WES showed shared autozygosity regions overlapping the POMC gene. Sanger sequencing of the POMC 5'-UTR detected a homozygous variant chr2:25391366C > T (hg19) at the splice donor site of intron 1. As demonstrated by the model expression system, the variant led to a significant decrease in the POMC messenger RNA level. Analyses of the patients' haplotypes were suggestive of the founder effect. We estimate that the mutation must have occurred at least 4.27 generations ago (95% CI, 0.86-7.67). This report presents a new molecular mechanism of POMC deficiency and contributes to the information on phenotypic variability in patients with this disorder.","Viakhireva Iuliia, Kalinchenko Natalia, Vasilyev Evgeny, Chistousova Galina V, Filatova Alexandra, Marakhonov Andrey, Rubtsov Petr M, Skoblov Mikhail, Tiulpakov Anatoly",The Journal of clinical endocrinology and metabolism,2022,"5' Untranslated Regions, Adrenal Insufficiency, Child, Founder Effect, Humans, Mutation, Obesity, Pro-Opiomelanocortin, RNA Splicing, RNA, Messenger",https://pubmed.ncbi.nlm.nih.gov/35775692/,"Department of Endocrine Genetics, Research Centre for Medical Genetics, 115522 Moscow, Russian Federation.; Endocrinology Research Centre, Moscow 117036, Russian Federation.; Engelhardt Institute of Molecular Biology of Russian Academy of Sciences, Moscow 119991, Russian Federation.; Perm Regional Children's Clinical Hospital, Perm 614066, Russian Federation."
25858289,Indoor tanning and the MC1R genotype: risk prediction for basal cell carcinoma risk in young people.,"Basal cell carcinoma (BCC) incidence is increasing, particularly in young people, and can be associated with significant morbidity and treatment costs. To identify young individuals at risk of BCC, we assessed existing melanoma or overall skin cancer risk prediction models and built a novel risk prediction model, with a focus on indoor tanning and the melanocortin 1 receptor gene, MC1R. We evaluated logistic regression models among 759 non-Hispanic whites from a case-control study of patients seen between 2006 and 2010 in New Haven, Connecticut. In our data, the adjusted area under the receiver operating characteristic curve (AUC) for a model by Han et al. (Int J Cancer. 2006;119(8):1976-1984) with 7 MC1R variants was 0.72 (95% confidence interval (CI): 0.66, 0.78), while that by Smith et al. (J Clin Oncol. 2012;30(15 suppl):8574) with MC1R and indoor tanning had an AUC of 0.69 (95% CI: 0.63, 0.75). Our base model had greater predictive ability than existing models and was significantly improved when we added ever-indoor tanning, burns from indoor tanning, and MC1R (AUC = 0.77, 95% CI: 0.74, 0.81). Our early-onset BCC risk prediction model incorporating MC1R and indoor tanning extends the work of other skin cancer risk prediction models, emphasizes the value of both genotype and indoor tanning in skin cancer risk prediction in young people, and should be validated with an independent cohort.","Molinaro Annette M, Ferrucci Leah M, Cartmel Brenda, Loftfield Erikka, Leffell David J, Bale Allen E, Mayne Susan T",American journal of epidemiology,2015,"Adult, Age Factors, Carcinoma, Basal Cell, Case-Control Studies, Connecticut, Educational Status, Female, Genetic Predisposition to Disease, Genotype, Humans, Logistic Models, Male, Pigmentation, Receptor, Melanocortin, Type 1, Risk Assessment, Risk Factors, Sex Factors, Skin Neoplasms, Sunbathing, Time Factors",https://pubmed.ncbi.nlm.nih.gov/25858289/,
